movie_id	binary_answers	q_0	q_1	q_2	q_3	q_4	q_5	q_6	q_7	q_8	q_9	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	movie_name	revenue	runtime	languages	countries	movie_release	genres	imdb_id	rating	nb_votes
6631279	01001000000001111000	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	Little city		93.0	{'/m/02h40lc': 'English Language'}	{'/m/09c7w0': 'United States of America'}	1997.0	['Drama', 'Ensemble', 'Romance', 'Comedy']	tt0119548	5.8	1129.0
21926710	00000001000001000100	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	White on Rice		82.0	{}	{'/m/09c7w0': 'United States of America'}	2009.0	['Romance', 'Indie', 'Comedy']	tt0892904	6.1	545.0
26067101	01000000001000001000	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	Siam Sunset		91.0	{}	{'/m/0chghy': 'Australia', '/m/0ctw_b': 'New Zealand'}	1999.0	['World Cinema', 'Romance', 'Indie', 'Comedy']	tt0178022	6.4	1240.0
12053509	01000000000111011000	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	Loverboy	3960327.0	98.0	{'/m/02h40lc': 'English Language'}	{'/m/09c7w0': 'United States of America'}	1989.0	['Romance', 'Comedy']	tt0097790	6.0	8597.0
7028314	00010011010001001000	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	The Little Hut	3600000.0	90.0	{'/m/02h40lc': 'English Language'}	{'/m/09c7w0': 'United States of America'}	1957.0	['Romance', 'Comedy']	tt0050646	5.6	1003.0
5894429	10100000111000001011	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	Closing the Ring		117.0	{'/m/02h40lc': 'English Language'}	{'/m/09c7w0': 'United States of America', '/m/0d060g': 'Canada', '/m/07ssc': 'United Kingdom'}	2007.0	['Drama', 'Romance', 'War']	tt0488380	6.5	4822.0
24282217	10110010011000100010	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	The Naked Kitchen	638181.0	102.0	{'/m/02hwhyv': 'Korean Language'}	{'/m/06qd3': 'South Korea'}	2009.0	['Drama', 'World Cinema', 'Romance', 'Comedy']	tt1516552	5.7	416.0
1072373	01000010001100000010	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	Minsaara Kanavu		148.0	{'/m/07c9s': 'Tamil Language'}	{'/m/03rk0': 'India'}	1997.0	['Romance', 'World Cinema', 'Bollywood', 'Drama', 'Musical']	tt0274789	6.7	1324.0
1031231	00000000000100000000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Black Cat, White Cat	351447.0	135.0	{'/m/012psb': 'Romani language', '/m/02bjrlw': 'Italian Language', '/m/06x8y': 'Serbo-Croatian', '/m/01bkv': 'Bulgarian Language', '/m/0k0sb': 'Serbian language', '/m/04306rv': 'German Language'}	{'/m/0f8l9c': 'France', '/m/087vz': 'Yugoslavia', '/m/0345h': 'Germany'}	1998.0	['Music', 'Romance', 'Comedy']	tt0118843	8.0	55688.0
336846	10001000100011000000	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Grease	394589888.0	225.0	{'/m/02h40lc': 'English Language'}	{'/m/09c7w0': 'United States of America'}	1978.0	['Teen', 'Romance', 'LGBT', 'Comedy', 'Musical']	tt0077631	7.2	293338.0
15007384	10110110000001000101	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	Le Grand jeu			{'/m/064_8sq': 'French Language'}	{'/m/0f8l9c': 'France'}	1934.0	['Drama', 'Black-and-white', 'Romance']	tt0025198	7.2	422.0
3033993	11000000000000100000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Becoming Jane	37311672.0	112.0	{'/m/02h40lc': 'English Language'}	{'/m/03rt9': 'Ireland', '/m/07ssc': 'United Kingdom'}	2007.0	['Romance', 'Biopic', 'Drama', 'History', 'Costume']	tt0416508	7.0	64251.0
6703617	00000000000110000000	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	The Forbidden Kingdom	127906624.0	105.0	{'/m/0653m': 'Standard Mandarin', '/m/02h40lc': 'English Language', '/m/0459q4': 'Standard Cantonese'}	{'/m/09c7w0': 'United States of America', '/m/03h64': 'Hong Kong', '/m/0d05w3': 'China'}	2008.0	['Adventure', 'Romance', 'Martial Arts', 'Fantasy', 'World Cinema', 'Action', 'History']	tt0865556	6.5	108600.0
4459059	01000001001001001000	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	Trial and Error	14598571.0	99.0	{'/m/02h40lc': 'English Language'}	{'/m/09c7w0': 'United States of America'}	1997.0	['Romance', 'Indie', 'Comedy']	tt0120373	5.8	7746.0
